Key,Source,Line,EventType,Occurrence,OwnerTask,Target
ECS/Scenes/BattleScene/TemperanceManagerSystem.cs#SetTemperanceEvent#1,ECS/Scenes/BattleScene/TemperanceManagerSystem.cs,22,SetTemperanceEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TestFightFlowSystem.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/TestFightFlowSystem.cs,19,DeleteCachesEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TestFightFlowSystem.cs#PlayerDied#1,ECS/Scenes/BattleScene/TestFightFlowSystem.cs,18,PlayerDied,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ThornedDisplaySystem.cs#CardShaderPassEvent#1,ECS/Scenes/BattleScene/ThornedDisplaySystem.cs,180,CardShaderPassEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ThornedManagementSystem.cs#CardDiscardedForCostEvent#1,ECS/Scenes/BattleScene/ThornedManagementSystem.cs,14,CardDiscardedForCostEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TransitionDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/TransitionDisplaySystem.cs,55,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TransitionDisplaySystem.cs#ShowTransition#1,ECS/Scenes/BattleScene/TransitionDisplaySystem.cs,54,ShowTransition,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TribulationManagerSystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/TribulationManagerSystem.cs,26,ChangeBattlePhaseEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TutorialDisplaySystem.cs#AllTutorialsCompletedEvent#1,ECS/Scenes/BattleScene/TutorialDisplaySystem.cs,110,AllTutorialsCompletedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TutorialDisplaySystem.cs#HotKeyHoldCompletedEvent#1,ECS/Scenes/BattleScene/TutorialDisplaySystem.cs,111,HotKeyHoldCompletedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TutorialDisplaySystem.cs#LoadSceneEvent#1,ECS/Scenes/BattleScene/TutorialDisplaySystem.cs,112,LoadSceneEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TutorialDisplaySystem.cs#TutorialCompletedEvent#1,ECS/Scenes/BattleScene/TutorialDisplaySystem.cs,109,TutorialCompletedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TutorialDisplaySystem.cs#TutorialStartedEvent#1,ECS/Scenes/BattleScene/TutorialDisplaySystem.cs,108,TutorialStartedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TutorialManager.cs#AdvanceTutorialEvent#1,ECS/Scenes/BattleScene/TutorialManager.cs,33,AdvanceTutorialEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TutorialManager.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/TutorialManager.cs,32,ChangeBattlePhaseEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TutorialManager.cs#LoadSceneEvent#1,ECS/Scenes/BattleScene/TutorialManager.cs,34,LoadSceneEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TutorialRetryDisplaySystem.cs#HotKeyHoldCompletedEvent#1,ECS/Scenes/BattleScene/TutorialRetryDisplaySystem.cs,51,HotKeyHoldCompletedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TutorialRetryDisplaySystem.cs#LoadSceneEvent#1,ECS/Scenes/BattleScene/TutorialRetryDisplaySystem.cs,50,LoadSceneEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/VigorManagementSystem.cs#CardPlayedEvent#1,ECS/Scenes/BattleScene/VigorManagementSystem.cs,18,CardPlayedEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/WeaponManagementSystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/WeaponManagementSystem.cs,23,ChangeBattlePhaseEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BoosterPackOpeningDisplaySystem.cs#CloseBoosterPackOpeningOverlayEvent#1,ECS/Scenes/BoosterPackOpeningDisplaySystem.cs,314,CloseBoosterPackOpeningOverlayEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BoosterPackOpeningDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/BoosterPackOpeningDisplaySystem.cs,315,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BoosterPackOpeningDisplaySystem.cs#ShowBoosterPackOpeningOverlayEvent#1,ECS/Scenes/BoosterPackOpeningDisplaySystem.cs,313,ShowBoosterPackOpeningOverlayEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/CardDisplaySystem.cs#CardRenderEvent#1,ECS/Scenes/CardDisplaySystem.cs,226,CardRenderEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/CardDisplaySystem.cs#CardRenderScaledEvent#1,ECS/Scenes/CardDisplaySystem.cs,227,CardRenderScaledEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/CardDisplaySystem.cs#CardRenderScaledRotatedEvent#1,ECS/Scenes/CardDisplaySystem.cs,228,CardRenderScaledRotatedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/CardDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/CardDisplaySystem.cs,229,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/CardListModalSystem.cs#CardListModalCardSelectedEvent#1,ECS/Scenes/CardListModalSystem.cs,139,CardListModalCardSelectedEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/CardListModalSystem.cs#CloseCardListModalEvent#1,ECS/Scenes/CardListModalSystem.cs,138,CloseCardListModalEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/CardListModalSystem.cs#DeleteCachesEvent#1,ECS/Scenes/CardListModalSystem.cs,140,DeleteCachesEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/CardListModalSystem.cs#OpenCardListModalEvent#1,ECS/Scenes/CardListModalSystem.cs,137,OpenCardListModalEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/CardShaderCompositorSystem.cs#CardBaseRenderCompletedEvent#1,ECS/Scenes/CardShaderCompositorSystem.cs,31,CardBaseRenderCompletedEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/CardShaderCompositorSystem.cs#CardBaseRenderStartedEvent#1,ECS/Scenes/CardShaderCompositorSystem.cs,30,CardBaseRenderStartedEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/CardShaderCompositorSystem.cs#DeleteCachesEvent#1,ECS/Scenes/CardShaderCompositorSystem.cs,32,DeleteCachesEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/CardSheenDisplaySystem.cs#CardBaseRenderCompletedEvent#1,ECS/Scenes/CardSheenDisplaySystem.cs,78,CardBaseRenderCompletedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/CardSheenDisplaySystem.cs#CardShaderPassEvent#1,ECS/Scenes/CardSheenDisplaySystem.cs,79,CardShaderPassEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/CardSheenDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/CardSheenDisplaySystem.cs,80,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/CardTooltipDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/CardTooltipDisplaySystem.cs,43,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ClimbScene/ClimbCardUpgradeDisplaySystem.cs#ClimbCardMutationAnimationRequested#1,ECS/Scenes/ClimbScene/ClimbCardUpgradeDisplaySystem.cs,67,ClimbCardMutationAnimationRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ClimbScene/ClimbCardUpgradeDisplaySystem.cs#ClimbCardUpgradeAnimationRequested#1,ECS/Scenes/ClimbScene/ClimbCardUpgradeDisplaySystem.cs,66,ClimbCardUpgradeAnimationRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ClimbScene/ClimbCardUpgradeDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/ClimbScene/ClimbCardUpgradeDisplaySystem.cs,68,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ClimbScene/ClimbColumnDisplaySystem.cs#CursorStateEvent#1,ECS/Scenes/ClimbScene/ClimbColumnDisplaySystem.cs,244,CursorStateEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ClimbScene/ClimbHeaderDisplaySystem.cs#<inferred-delegate-type>#1,ECS/Scenes/ClimbScene/ClimbHeaderDisplaySystem.cs,141,<inferred-delegate-type>,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ClimbScene/ClimbResourceAcquisitionDisplaySystem.cs#<inferred-delegate-type>#1,ECS/Scenes/ClimbScene/ClimbResourceAcquisitionDisplaySystem.cs,105,<inferred-delegate-type>,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ClimbScene/ClimbResourceAcquisitionDisplaySystem.cs#<inferred-delegate-type>#2,ECS/Scenes/ClimbScene/ClimbResourceAcquisitionDisplaySystem.cs,106,<inferred-delegate-type>,2,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ClimbScene/ClimbSceneSystem.cs#DeleteCachesEvent#1,ECS/Scenes/ClimbScene/ClimbSceneSystem.cs,51,DeleteCachesEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/ClimbScene/ClimbSceneSystem.cs#LoadSceneEvent#1,ECS/Scenes/ClimbScene/ClimbSceneSystem.cs,44,LoadSceneEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/ClimbScene/ClimbSceneSystem.cs#PrepareSceneEvent#1,ECS/Scenes/ClimbScene/ClimbSceneSystem.cs,45,PrepareSceneEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/ControllerRumbleSystem.cs#AchievementCompletedEvent#1,ECS/Scenes/ControllerRumbleSystem.cs,39,AchievementCompletedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ControllerRumbleSystem.cs#PlayerInputEvent#1,ECS/Scenes/ControllerRumbleSystem.cs,37,PlayerInputEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ControllerRumbleSystem.cs#RumbleGroupCleared#1,ECS/Scenes/ControllerRumbleSystem.cs,44,RumbleGroupCleared,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ControllerRumbleSystem.cs#RumbleRequested#1,ECS/Scenes/ControllerRumbleSystem.cs,38,RumbleRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ControllerRumbleSystem.cs#RumbleSettingsChangedEvent#1,ECS/Scenes/ControllerRumbleSystem.cs,43,RumbleSettingsChangedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/ControllerRumbleSystem.cs#UIElementHoverEnteredEvent#1,ECS/Scenes/ControllerRumbleSystem.cs,36,UIElementHoverEnteredEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/Cursor/CursorTrailDisplaySystem.cs#CursorStateEvent#1,ECS/Scenes/Global/Cursor/CursorTrailDisplaySystem.cs,108,CursorStateEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/Cursor/CursorTrailDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/Global/Cursor/CursorTrailDisplaySystem.cs,109,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/CursorEmptySelectDisplaySystem.cs#CursorStateEvent#1,ECS/Scenes/Global/CursorEmptySelectDisplaySystem.cs,21,CursorStateEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/Parallax/ParallaxLayerSystem.cs#CursorStateEvent#1,ECS/Scenes/Global/Parallax/ParallaxLayerSystem.cs,31,CursorStateEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/Parallax/ParallaxLayerSystem.cs#DeleteCachesEvent#1,ECS/Scenes/Global/Parallax/ParallaxLayerSystem.cs,32,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/PauseMenuDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/Global/PauseMenuDisplaySystem.cs,156,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/PauseMenuDisplaySystem.cs#GuidedTutorialSkipRequested#1,ECS/Scenes/Global/PauseMenuDisplaySystem.cs,162,GuidedTutorialSkipRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/PauseMenuDisplaySystem.cs#RunEndSequenceRequested#1,ECS/Scenes/Global/PauseMenuDisplaySystem.cs,161,RunEndSequenceRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/SceneLoadingCoordinatorSystem.cs#SceneActivated#1,ECS/Scenes/Global/SceneLoadingCoordinatorSystem.cs,50,SceneActivated,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/Global/SceneLoadingCoordinatorSystem.cs#SceneTransitionRequested#1,ECS/Scenes/Global/SceneLoadingCoordinatorSystem.cs,49,SceneTransitionRequested,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/Global/Shader/PoisonDamageDisplaySystem.cs#PoisonDamageEvent#1,ECS/Scenes/Global/Shader/PoisonDamageDisplaySystem.cs,41,PoisonDamageEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/Shader/RectangularShockwaveDisplaySystem.cs#RectangularShockwaveEvent#1,ECS/Scenes/Global/Shader/RectangularShockwaveDisplaySystem.cs,41,RectangularShockwaveEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/Shader/ShockwaveDisplaySystem.cs#ShockwaveEvent#1,ECS/Scenes/Global/Shader/ShockwaveDisplaySystem.cs,41,ShockwaveEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/UISelectDisplaySystem.cs#CursorStateEvent#1,ECS/Scenes/Global/UISelectDisplaySystem.cs,21,CursorStateEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/Global/UISelectDisplaySystem.cs#HotKeySelectEvent#1,ECS/Scenes/Global/UISelectDisplaySystem.cs,22,HotKeySelectEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/HotKeySystem.cs#DeleteCachesEvent#1,ECS/Scenes/HotKeySystem.cs,46,DeleteCachesEvent,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/HotKeySystem.cs#HotKeyHoldCompletedEvent#1,ECS/Scenes/HotKeySystem.cs,45,HotKeyHoldCompletedEvent,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/JigglePulseDisplaySystem.cs#JigglePulseEvent#1,ECS/Scenes/JigglePulseDisplaySystem.cs,24,JigglePulseEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/MusicManagerSystem.cs#AudioSettingsChangedEvent#1,ECS/Scenes/MusicManagerSystem.cs,46,AudioSettingsChangedEvent,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/MusicManagerSystem.cs#ChangeMusicTrack#1,ECS/Scenes/MusicManagerSystem.cs,44,ChangeMusicTrack,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/MusicManagerSystem.cs#PrepareMusicTrackEvent#1,ECS/Scenes/MusicManagerSystem.cs,47,PrepareMusicTrackEvent,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/MusicManagerSystem.cs#StopMusic#1,ECS/Scenes/MusicManagerSystem.cs,45,StopMusic,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/NarrativeEventModalDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/NarrativeEventModalDisplaySystem.cs,121,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/NarrativeEventModalDisplaySystem.cs#NarrativeEventOverlayClosedEvent#1,ECS/Scenes/NarrativeEventModalDisplaySystem.cs,120,NarrativeEventOverlayClosedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/NarrativeEventModalDisplaySystem.cs#ShowNarrativeEventOverlay#1,ECS/Scenes/NarrativeEventModalDisplaySystem.cs,119,ShowNarrativeEventOverlay,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/PlayerInputSystem.cs#SetPlayerInputEnabledEvent#1,ECS/Scenes/PlayerInputSystem.cs,50,SetPlayerInputEnabledEvent,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/RewardModalDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/RewardModalDisplaySystem.cs,377,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/RewardModalDisplaySystem.cs#LoadSceneEvent#1,ECS/Scenes/RewardModalDisplaySystem.cs,376,LoadSceneEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/RewardModalDisplaySystem.cs#ShowQuestRewardOverlay#1,ECS/Scenes/RewardModalDisplaySystem.cs,360,ShowQuestRewardOverlay,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/RewardModalDisplaySystem.cs#TreasureChestOpened#1,ECS/Scenes/RewardModalDisplaySystem.cs,369,TreasureChestOpened,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/SoundEffectManagerSystem.cs#AudioSettingsChangedEvent#1,ECS/Scenes/SoundEffectManagerSystem.cs,36,AudioSettingsChangedEvent,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/SoundEffectManagerSystem.cs#PlaySfxEvent#1,ECS/Scenes/SoundEffectManagerSystem.cs,34,PlaySfxEvent,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/SoundEffectManagerSystem.cs#StopSfxEvent#1,ECS/Scenes/SoundEffectManagerSystem.cs,35,StopSfxEvent,1,ECS-040,World-owned typed event stream or generated route
ECS/Scenes/WayStationScene/WayStationClimbSettingsModalSystem.cs#LoadSceneEvent#1,ECS/Scenes/WayStationScene/WayStationClimbSettingsModalSystem.cs,135,LoadSceneEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/WayStationScene/WayStationClimbSettingsModalSystem.cs#OpenWayStationClimbSettingsModalEvent#1,ECS/Scenes/WayStationScene/WayStationClimbSettingsModalSystem.cs,136,OpenWayStationClimbSettingsModalEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/WayStationScene/WayStationDialogueSystem.cs#DialogueSequenceCompleted#1,ECS/Scenes/WayStationScene/WayStationDialogueSystem.cs,67,DialogueSequenceCompleted,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/WayStationScene/WayStationDialogueSystem.cs#LoadSceneEvent#1,ECS/Scenes/WayStationScene/WayStationDialogueSystem.cs,64,LoadSceneEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/WayStationScene/WayStationDialogueSystem.cs#TransitionCompleteEvent#1,ECS/Scenes/WayStationScene/WayStationDialogueSystem.cs,65,TransitionCompleteEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/WayStationScene/WayStationDialogueSystem.cs#WayStationDialoguePoiSelectedEvent#1,ECS/Scenes/WayStationScene/WayStationDialogueSystem.cs,66,WayStationDialoguePoiSelectedEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/WayStationScene/WayStationSaintsMedalsModalSystem.cs#LoadSceneEvent#1,ECS/Scenes/WayStationScene/WayStationSaintsMedalsModalSystem.cs,164,LoadSceneEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Scenes/WayStationScene/WayStationSaintsMedalsModalSystem.cs#OpenWayStationSaintsMedalsModalEvent#1,ECS/Scenes/WayStationScene/WayStationSaintsMedalsModalSystem.cs,165,OpenWayStationSaintsMedalsModalEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Services/GoldManagementService.cs#<inferred-delegate-type>#1,ECS/Services/GoldManagementService.cs,14,<inferred-delegate-type>,1,ECS-040,World-owned typed event stream or generated route
ECS/Systems/CardUsageTrackingSystem.cs#CardBlockedEvent#1,ECS/Systems/CardUsageTrackingSystem.cs,23,CardBlockedEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Systems/CardUsageTrackingSystem.cs#CardDiscardedForCostEvent#1,ECS/Systems/CardUsageTrackingSystem.cs,24,CardDiscardedForCostEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Systems/CardUsageTrackingSystem.cs#CardPlayedEvent#1,ECS/Systems/CardUsageTrackingSystem.cs,22,CardPlayedEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Systems/ClimbEncounterSystem.cs#ClimbEncounterSlotSelectedEvent#1,ECS/Systems/ClimbEncounterSystem.cs,15,ClimbEncounterSlotSelectedEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/ClimbEventSystem.cs#ClimbEventSlotSelectedEvent#1,ECS/Systems/ClimbEventSystem.cs,18,ClimbEventSlotSelectedEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/ClimbEventSystem.cs#DialogueSequenceCompleted#1,ECS/Systems/ClimbEventSystem.cs,20,DialogueSequenceCompleted,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/ClimbEventSystem.cs#LoadSceneEvent#1,ECS/Systems/ClimbEventSystem.cs,21,LoadSceneEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/ClimbEventSystem.cs#NarrativeModalChoiceRequested#1,ECS/Systems/ClimbEventSystem.cs,19,NarrativeModalChoiceRequested,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/CollectionProgressionSystem.cs#AchievementAnimationsComplete#1,ECS/Systems/CollectionProgressionSystem.cs,19,AchievementAnimationsComplete,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/CollectionProgressionSystem.cs#AchievementSeenEvent#1,ECS/Systems/CollectionProgressionSystem.cs,18,AchievementSeenEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/CollectionProgressionSystem.cs#BoosterPackOpeningDismissedEvent#1,ECS/Systems/CollectionProgressionSystem.cs,22,BoosterPackOpeningDismissedEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/CollectionProgressionSystem.cs#ClimbEndedEvent#1,ECS/Systems/CollectionProgressionSystem.cs,21,ClimbEndedEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/CollectionProgressionSystem.cs#ClimbPointsSegmentAwardedEvent#1,ECS/Systems/CollectionProgressionSystem.cs,20,ClimbPointsSegmentAwardedEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/CollectionProgressionSystem.cs#LoadSceneEvent#1,ECS/Systems/CollectionProgressionSystem.cs,23,LoadSceneEvent,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/LocationNameDisplaySystem.cs#DeleteCachesEvent#1,ECS/Systems/LocationNameDisplaySystem.cs,95,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Systems/LocationNameDisplaySystem.cs#HideLocationNameEvent#1,ECS/Systems/LocationNameDisplaySystem.cs,91,HideLocationNameEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Systems/LocationNameDisplaySystem.cs#LoadSceneEvent#1,ECS/Systems/LocationNameDisplaySystem.cs,83,LoadSceneEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Systems/LocationNameDisplaySystem.cs#UpdateLocationNameEvent#1,ECS/Systems/LocationNameDisplaySystem.cs,82,UpdateLocationNameEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Systems/RunDeckLifecycleSystem.cs#LoadoutCardAdded#1,ECS/Systems/RunDeckLifecycleSystem.cs,18,LoadoutCardAdded,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/RunDeckLifecycleSystem.cs#LoadoutCardRemoved#1,ECS/Systems/RunDeckLifecycleSystem.cs,19,LoadoutCardRemoved,1,ECS-044,World-owned typed event stream or generated route
ECS/Systems/RunDeckLifecycleSystem.cs#QuestSelected#1,ECS/Systems/RunDeckLifecycleSystem.cs,17,QuestSelected,1,ECS-044,World-owned typed event stream or generated route
